region,environment,basin,sub_basin,year,total_surveyed_area,vegetation,area,veg_percent_of_total_area,y_on_y_veg_area_change,y_on_y_veg_percent_change,standardised_score
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2011,76.49286,Remnant Vegetation,6927.8,90.56756,-15.7,-0.23,54
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2013,76.49286,Remnant Vegetation,6912.6,90.36863,-15.2,-0.22,55
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2015,76.49286,Remnant Vegetation,6899.6,90.1994,-12.9,-0.19,56
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2017,76.49286,Remnant Vegetation,6899.6,90.1994,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2019,76.49286,Remnant Vegetation,6896.2,90.15479,-3.4,-0.05,71
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2021,76.49286,Remnant Vegetation,6908.2,90.31119,12,0.17,81
Dry Tropics,Freshwater,Black,Bluewater Creek,pre_clear,76.49286,Water,27,0.35303,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_1997,76.49286,Water,32.9,0.42986,5.9,21.76,85
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_1999,76.49286,Water,32.9,0.42986,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2000,76.49286,Water,32.7,0.42705,-0.2,-0.66,34
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2001,76.49286,Water,32.6,0.42553,-0.1,-0.36,48
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2003,76.49286,Water,32.6,0.42553,0,-0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2005,76.49286,Water,32.6,0.42553,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2006,76.49286,Water,32.6,0.42553,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2006b,76.49286,Water,32.6,0.42553,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2007,76.49286,Water,32.6,0.42553,0,-0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2009,76.49286,Water,32.6,0.42553,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2011,76.49286,Water,32.6,0.42553,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2013,76.49286,Water,32.6,0.42553,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2015,76.49286,Water,32.6,0.42553,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2017,76.49286,Water,32.6,0.42553,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2019,76.49286,Water,32.6,0.42553,0,0,80
Dry Tropics,Freshwater,Black,Bluewater Creek,remnant_2021,76.49286,Water,41,0.53654,8.5,26.09,85
Dry Tropics,Freshwater,Ross,Bohle River,pre_clear,65.6956,Non-Remnant Vegetation,0,0,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_1997,65.6956,Non-Remnant Vegetation,915.6,13.93759,915.6,100,99
Dry Tropics,Freshwater,Ross,Bohle River,remnant_1999,65.6956,Non-Remnant Vegetation,992.4,15.10587,76.8,8.38,82
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2000,65.6956,Non-Remnant Vegetation,1397.5,21.27231,405.1,40.82,88
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2001,65.6956,Non-Remnant Vegetation,1408.7,21.44351,11.2,0.8,81
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2003,65.6956,Non-Remnant Vegetation,1431,21.78208,22.2,1.58,81
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2005,65.6956,Non-Remnant Vegetation,1503.4,22.88421,72.4,5.06,81
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2006,65.6956,Non-Remnant Vegetation,1517.5,23.09858,14.1,0.94,81
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2006b,65.6956,Non-Remnant Vegetation,1517.5,23.09858,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2007,65.6956,Non-Remnant Vegetation,1546.6,23.54156,29.1,1.92,81
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2009,65.6956,Non-Remnant Vegetation,1576.3,23.99377,29.7,1.92,81
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2011,65.6956,Non-Remnant Vegetation,1601.6,24.37844,25.3,1.6,81
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2013,65.6956,Non-Remnant Vegetation,1616,24.59766,14.4,0.9,81
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2015,65.6956,Non-Remnant Vegetation,1653.1,25.16318,37.2,2.3,81
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2017,65.6956,Non-Remnant Vegetation,1660.5,25.27535,7.4,0.45,81
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2019,65.6956,Non-Remnant Vegetation,1670.1,25.4214,9.6,0.58,81
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2021,65.6956,Non-Remnant Vegetation,1675.9,25.51054,5.9,0.35,81
Dry Tropics,Freshwater,Ross,Bohle River,pre_clear,65.6956,Remnant Vegetation,6544.4,99.61718,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_1997,65.6956,Remnant Vegetation,5628.8,85.67959,-915.6,-13.99,18
Dry Tropics,Freshwater,Ross,Bohle River,remnant_1999,65.6956,Remnant Vegetation,5552,84.51131,-76.8,-1.36,20
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2000,65.6956,Remnant Vegetation,5146.9,78.34487,-405.1,-7.3,19
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2001,65.6956,Remnant Vegetation,5135.7,78.17367,-11.2,-0.22,55
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2003,65.6956,Remnant Vegetation,5113.4,77.8351,-22.2,-0.43,44
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2005,65.6956,Remnant Vegetation,5041,76.73297,-72.4,-1.42,20
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2006,65.6956,Remnant Vegetation,5026.9,76.51859,-14.1,-0.28,52
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2006b,65.6956,Remnant Vegetation,5026.9,76.51859,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2007,65.6956,Remnant Vegetation,4997.8,76.07562,-29.1,-0.58,38
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2009,65.6956,Remnant Vegetation,4968.1,75.62341,-29.7,-0.59,37
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2011,65.6956,Remnant Vegetation,4942.9,75.23874,-25.3,-0.51,40
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2013,65.6956,Remnant Vegetation,4928.5,75.01952,-14.4,-0.29,51
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2015,65.6956,Remnant Vegetation,4891.3,74.454,-37.2,-0.75,30
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2017,65.6956,Remnant Vegetation,4883.9,74.34183,-7.4,-0.15,58
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2019,65.6956,Remnant Vegetation,4874.3,74.19578,-9.6,-0.2,56
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2021,65.6956,Remnant Vegetation,4868.5,74.10664,-5.9,-0.12,60
Dry Tropics,Freshwater,Ross,Bohle River,pre_clear,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_1997,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_1999,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2000,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2001,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2003,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2005,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2006,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2006b,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2007,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2009,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2011,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2013,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2015,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2017,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2019,65.6956,Water,25.1,0.38282,0,0,80
Dry Tropics,Freshwater,Ross,Bohle River,remnant_2021,65.6956,Water,25.1,0.38282,0,-0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,pre_clear,2169.52392,Non-Remnant Vegetation,0,0,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_1997,2169.52392,Non-Remnant Vegetation,24911.2,11.48236,24911.2,100,99
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_1999,2169.52392,Non-Remnant Vegetation,25020.8,11.53287,109.6,0.44,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2000,2169.52392,Non-Remnant Vegetation,25049.1,11.54589,28.2,0.11,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2001,2169.52392,Non-Remnant Vegetation,25068.2,11.55472,19.2,0.08,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2003,2169.52392,Non-Remnant Vegetation,25084.3,11.56214,16.1,0.06,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2005,2169.52392,Non-Remnant Vegetation,25289.5,11.65669,205.1,0.82,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2006,2169.52392,Non-Remnant Vegetation,25393.2,11.7045,103.7,0.41,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2006b,2169.52392,Non-Remnant Vegetation,25438.3,11.7253,45.1,0.18,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2007,2169.52392,Non-Remnant Vegetation,25446.7,11.72918,8.4,0.03,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2009,2169.52392,Non-Remnant Vegetation,25477.9,11.74356,31.2,0.12,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2011,2169.52392,Non-Remnant Vegetation,25493.8,11.75089,15.9,0.06,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2013,2169.52392,Non-Remnant Vegetation,25646.7,11.82133,152.8,0.6,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2015,2169.52392,Non-Remnant Vegetation,25711.3,11.85115,64.7,0.25,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2017,2169.52392,Non-Remnant Vegetation,25738.2,11.86352,26.9,0.1,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2019,2169.52392,Non-Remnant Vegetation,25869,11.92383,130.8,0.51,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2021,2169.52392,Non-Remnant Vegetation,26449.5,12.19141,580.5,2.24,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_1997,2169.52392,Plantation,35.5,0.01636,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_1999,2169.52392,Plantation,35.5,0.01636,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2000,2169.52392,Plantation,35.5,0.01636,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2001,2169.52392,Plantation,35.5,0.01636,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2003,2169.52392,Plantation,35.5,0.01636,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2005,2169.52392,Plantation,37.5,0.0173,2,5.74,82
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2006,2169.52392,Plantation,37.5,0.0173,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2006b,2169.52392,Plantation,37.5,0.0173,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2007,2169.52392,Plantation,37.5,0.0173,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2009,2169.52392,Plantation,37.5,0.0173,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2011,2169.52392,Plantation,37.5,0.0173,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2013,2169.52392,Plantation,37.5,0.0173,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2015,2169.52392,Plantation,37.5,0.0173,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2017,2169.52392,Plantation,37.5,0.0173,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2019,2169.52392,Plantation,37.5,0.0173,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2021,2169.52392,Plantation,37.5,0.0173,0,-0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,pre_clear,2169.52392,Remnant Vegetation,216952.4,100,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_1997,2169.52392,Remnant Vegetation,191928.5,88.46572,-25023.9,-11.53,18
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_1999,2169.52392,Remnant Vegetation,191818.9,88.41521,-109.6,-0.06,69
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2000,2169.52392,Remnant Vegetation,191790.7,88.40219,-28.2,-0.01,77
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2001,2169.52392,Remnant Vegetation,191771.5,88.39336,-19.2,-0.01,78
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2003,2169.52392,Remnant Vegetation,191755.4,88.38595,-16.1,-0.01,79
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2005,2169.52392,Remnant Vegetation,191541.5,88.28732,-214,-0.11,60
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2006,2169.52392,Remnant Vegetation,191437.7,88.23951,-103.7,-0.05,70
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2006b,2169.52392,Remnant Vegetation,191392.6,88.21871,-45.1,-0.02,76
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2007,2169.52392,Remnant Vegetation,191384.2,88.21483,-8.4,-0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2009,2169.52392,Remnant Vegetation,191351,88.19954,-33.2,-0.02,77
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2011,2169.52392,Remnant Vegetation,191335.1,88.19221,-15.9,-0.01,79
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2013,2169.52392,Remnant Vegetation,191182.3,88.12177,-152.8,-0.08,65
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2015,2169.52392,Remnant Vegetation,191117.6,88.09196,-64.7,-0.03,74
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2017,2169.52392,Remnant Vegetation,191081.5,88.07531,-36.1,-0.02,77
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2019,2169.52392,Remnant Vegetation,190950.7,88.015,-130.8,-0.07,67
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2021,2169.52392,Remnant Vegetation,190354.3,87.74011,-596.4,-0.31,50
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_1997,2169.52392,Water,77.1,0.03556,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_1999,2169.52392,Water,77.1,0.03556,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2000,2169.52392,Water,77.1,0.03556,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2001,2169.52392,Water,77.1,0.03556,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2003,2169.52392,Water,77.1,0.03556,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2005,2169.52392,Water,83.9,0.03869,6.8,8.8,82
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2006,2169.52392,Water,83.9,0.03869,0,-0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2006b,2169.52392,Water,83.9,0.03869,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2007,2169.52392,Water,83.9,0.03869,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2009,2169.52392,Water,85.9,0.03959,2,2.35,81
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2011,2169.52392,Water,85.9,0.03959,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2013,2169.52392,Water,85.9,0.03959,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2015,2169.52392,Water,85.9,0.03959,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2017,2169.52392,Water,95.2,0.04387,9.3,10.79,83
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2019,2169.52392,Water,95.2,0.04387,0,0,80
Burdekin,Freshwater,Burdekin,Broke Bogie,remnant_2021,2169.52392,Water,111,0.05118,15.9,16.67,84
Burdekin,Freshwater,Burdekin,Burdekin,pre_clear,17515.9114,Non-Remnant Vegetation,0,0,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_1997,17515.91146,Non-Remnant Vegetation,184584.4,10.5381,184584.4,100,99
Burdekin,Freshwater,Burdekin,Burdekin,remnant_1999,17515.91146,Non-Remnant Vegetation,191913.4,10.95652,7329,3.97,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2000,17515.91145,Non-Remnant Vegetation,199300.9,11.37828,7387.5,3.85,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2001,17515.91146,Non-Remnant Vegetation,202433.3,11.55711,3132.3,1.57,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2003,17515.91146,Non-Remnant Vegetation,206795.8,11.80617,4362.6,2.16,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2005,17515.91146,Non-Remnant Vegetation,208227,11.88788,1431.1,0.69,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2006,17515.91145,Non-Remnant Vegetation,209231.9,11.94525,1004.9,0.48,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2006b,17515.91145,Non-Remnant Vegetation,209311.9,11.94981,80,0.04,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2007,17515.91146,Non-Remnant Vegetation,209736.4,11.97405,424.5,0.2,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2009,17515.91146,Non-Remnant Vegetation,210231.5,12.00231,495.1,0.24,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2011,17515.91146,Non-Remnant Vegetation,210433.8,12.01387,202.4,0.1,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2013,17515.91146,Non-Remnant Vegetation,211436.5,12.07111,1002.6,0.48,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2015,17515.91146,Non-Remnant Vegetation,212494.2,12.13149,1057.7,0.5,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2017,17515.91146,Non-Remnant Vegetation,214977.1,12.27324,2482.9,1.17,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2019,17515.91146,Non-Remnant Vegetation,216056.8,12.33489,1079.7,0.5,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2021,17515.91147,Non-Remnant Vegetation,221061.6,12.62061,5004.7,2.32,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_1997,9274.08881,Plantation,40.3,0.00434,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_1999,9274.08881,Plantation,40.3,0.00434,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2000,9274.08881,Plantation,40.3,0.00434,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2001,9274.08881,Plantation,40.3,0.00434,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2003,9274.08881,Plantation,40.3,0.00434,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2005,9274.08881,Plantation,42.3,0.00456,2,5.06,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2006,9274.08881,Plantation,42.3,0.00456,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2006b,9274.08881,Plantation,42.3,0.00456,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2007,9274.08881,Plantation,42.3,0.00456,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2009,9274.08881,Plantation,42.3,0.00456,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2011,9274.08881,Plantation,42.3,0.00456,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2013,9274.08881,Plantation,42.3,0.00456,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2015,9274.08881,Plantation,42.3,0.00456,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2017,9274.08881,Plantation,42.3,0.00456,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2019,9274.08881,Plantation,42.3,0.00456,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2021,9274.08881,Plantation,42.3,0.00456,0,-0,80
Burdekin,Freshwater,Burdekin,Burdekin,pre_clear,17515.9114,Remnant Vegetation,1751525.9,99.99628,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_1997,17515.91146,Remnant Vegetation,1559633.6,89.04096,-191892.3,-10.96,18
Burdekin,Freshwater,Burdekin,Burdekin,remnant_1999,17515.91146,Remnant Vegetation,1552292.4,88.62184,-7341.2,-0.47,42
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2000,17515.91145,Remnant Vegetation,1544890.9,88.19929,-7401.4,-0.48,42
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2001,17515.91146,Remnant Vegetation,1541757.8,88.02041,-3133.2,-0.2,56
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2003,17515.91146,Remnant Vegetation,1537363,87.76951,-4394.7,-0.29,51
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2005,17515.91146,Remnant Vegetation,1535898.1,87.68588,-1465,-0.1,61
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2006,17515.91145,Remnant Vegetation,1534888.5,87.62824,-1009.6,-0.07,67
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2006b,17515.91145,Remnant Vegetation,1534808.4,87.62367,-80,-0.01,79
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2007,17515.91146,Remnant Vegetation,1534349.9,87.59749,-458.5,-0.03,74
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2009,17515.91146,Remnant Vegetation,1533843.1,87.56856,-506.8,-0.03,74
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2011,17515.91146,Remnant Vegetation,1533630.7,87.55643,-212.4,-0.01,78
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2013,17515.91146,Remnant Vegetation,1532619,87.49867,-1011.7,-0.07,67
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2015,17515.91146,Remnant Vegetation,1531561.3,87.43829,-1057.7,-0.07,67
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2017,17515.91146,Remnant Vegetation,1529069.1,87.29601,-2492.2,-0.16,58
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2019,17515.91146,Remnant Vegetation,1527988.1,87.23429,-1081,-0.07,66
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2021,17515.91147,Remnant Vegetation,1522671.9,86.93078,-5316.2,-0.35,48
Burdekin,Freshwater,Burdekin,Burdekin,pre_clear,706.5373,Water,65.2,0.09234,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_1997,17515.91146,Water,7332.9,0.41864,7267.6,100,99
Burdekin,Freshwater,Burdekin,Burdekin,remnant_1999,17515.91146,Water,7345.1,0.41934,12.2,0.17,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2000,17515.91145,Water,7359,0.42013,13.9,0.19,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2001,17515.91146,Water,7359.9,0.42018,0.8,0.01,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2003,17515.91146,Water,7392,0.42202,32.2,0.44,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2005,17515.91146,Water,7423.8,0.42383,31.8,0.43,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2006,17515.91145,Water,7428.5,0.4241,4.7,0.06,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2006b,17515.91145,Water,7428.5,0.4241,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2007,17515.91146,Water,7462.6,0.42605,34,0.46,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2009,17515.91146,Water,7474.3,0.42671,11.7,0.16,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2011,17515.91146,Water,7484.3,0.42729,10,0.13,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2013,17515.91146,Water,7493.4,0.4278,9.1,0.12,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2015,17515.91146,Water,7493.4,0.4278,0,0,80
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2017,17515.91146,Water,7502.6,0.42833,9.3,0.12,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2019,17515.91146,Water,7503.9,0.42841,1.3,0.02,81
Burdekin,Freshwater,Burdekin,Burdekin,remnant_2021,17515.91147,Water,7815.4,0.44619,311.5,4.15,81
Burdekin,Freshwater,Burdekin,Cape Campaspe,pre_clear,2346.99726,Non-Remnant Vegetation,0,0,0,0,80
Burdekin,Freshwater,Burdekin,Cape Campaspe,remnant_1997,2346.99727,Non-Remnant Vegetation,9536.9,4.06346,9536.9,100,99
Burdekin,Freshwater,Burdekin,Cape Campaspe,remnant_1999,2346.99727,Non-Remnant Vegetation,10586.2,4.51052,1049.3,11,83
Burdekin,Freshwater,Burdekin,Cape Campaspe,remnant_2000,2346.99727,Non-Remnant Vegetation,11357.4,4.83913,771.2,7.29,82
Burdekin,Freshwater,Burdekin,Cape Campaspe,remnant_2001,2346.99728,Non-Remnant Vegetation,11985.4,5.10668,627.9,5.53,82
Burdekin,Freshwater,Burdekin,Cape Campaspe,remnant_2003,2346.99728,Non-Remnant Vegetation,12411.4,5.2882,426,3.55,81
Burdekin,Freshwater,Burdekin,Cape Campaspe,remnant_2005,2346.99728,Non-Remnant Vegetation,12523,5.33575,111.6,0.9,81
Burdekin,Freshwater,Burdekin,Cape Campaspe,remnant_2006,2346.99727,Non-Remnant Vegetation,12728.1,5.42314,205.1,1.64,81
Burdekin,Freshwater,Burdekin,Cape Campaspe,remnant_2006b,2346.99727,Non-Remnant Vegetation,12737.2,5.42702,9.1,0.07,81
Burdekin,Freshwater,Burdekin,Cape Campaspe,remnant_2007,2346.99727,Non-Remnant Vegetation,12741.6,5.42891,4.4,0.03,81
